DATA;COD_Ateneo;NOME_ATENEO;CODICE_STRUTTURA;DESCRIZIONE_STRUTTURA;NUMERO_STRUTTURE;POSTI_DISPONIBILI
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";01 ;Mense;0;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05811;"Roma - Università telematica ""Unitelma Sapienza""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05812;Roma - Università Europea;01 ;Mense;1;128
1/11/18;05812;Roma - Università Europea;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05812;Roma - Università Europea;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05812;Roma - Università Europea;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05812;Roma - Università Europea;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05812;Roma - Università Europea;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05812;Roma - Università Europea;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";01 ;Mense;0;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05814;Roma - Universitas Mercatorum;01 ;Mense;0;0
1/11/18;05814;Roma - Universitas Mercatorum;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05814;Roma - Universitas Mercatorum;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05814;Roma - Universitas Mercatorum;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05814;Roma - Universitas Mercatorum;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05814;Roma - Universitas Mercatorum;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05814;Roma - Universitas Mercatorum;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);01 ;Mense;0;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";01 ;Mense;0;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05817;Roma - Link Campus University;01 ;Mense;0;0
1/11/18;05817;Roma - Link Campus University;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05817;Roma - Link Campus University;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05817;Roma - Link Campus University;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05817;Roma - Link Campus University;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05817;Roma - Link Campus University;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05817;Roma - Link Campus University;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;01 ;Mense;0;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06001;Cassino - Università degli Studi di Cassino e del Lazio Meridionale;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06201;Benevento - Università degli studi del Sannio;01 ;Mense;0;0
1/11/18;06201;Benevento - Università degli studi del Sannio;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06201;Benevento - Università degli studi del Sannio;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06201;Benevento - Università degli studi del Sannio;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06201;Benevento - Università degli studi del Sannio;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06201;Benevento - Università degli studi del Sannio;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06201;Benevento - Università degli studi del Sannio;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";01 ;Mense;0;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06202;"Benevento - Università telematica ""Giustino Fortunato""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";01 ;Mense;0;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06301;"Napoli - Università degli studi ""Federico II""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";01 ;Mense;0;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06302;"Napoli - Università degli studi ""Parthenope""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";01 ;Mense;0;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06303;"Napoli - Università degli studi ""L' Orientale""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";01 ;Mense;0;0
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";02 ;Residenze direttamente gestite dall'istituto;1;61
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;31
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;10
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";01 ;Mense;0;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";01 ;Mense;0;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06307;"Napoli - Università telematica ""Pegaso""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06501;Salerno - Università degli studi;01 ;Mense;0;0
1/11/18;06501;Salerno - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06501;Salerno - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06501;Salerno - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06501;Salerno - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06501;Salerno - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06501;Salerno - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06601;L'Aquila - Università degli studi;01 ;Mense;0;0
1/11/18;06601;L'Aquila - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06601;L'Aquila - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06601;L'Aquila - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06601;L'Aquila - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06601;L'Aquila - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06601;L'Aquila - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;01 ;Mense;0;0
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;4;71
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;54
1/11/18;06603;L'Aquila - Gran Sasso Science Institute;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06701;Teramo - Università degli studi;01 ;Mense;0;0
1/11/18;06701;Teramo - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06701;Teramo - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06701;Teramo - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06701;Teramo - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06701;Teramo - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06701;Teramo - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;01 ;Mense;0;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";01 ;Mense;0;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07001;Campobasso - Università degli studi del Molise;01 ;Mense;0;0
1/11/18;07001;Campobasso - Università degli studi del Molise;02 ;Residenze direttamente gestite dall'istituto;3;159
1/11/18;07001;Campobasso - Università degli studi del Molise;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;149
1/11/18;07001;Campobasso - Università degli studi del Molise;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;10
1/11/18;07001;Campobasso - Università degli studi del Molise;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07001;Campobasso - Università degli studi del Molise;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07001;Campobasso - Università degli studi del Molise;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07101;Foggia - Università degli studi;01 ;Mense;0;0
1/11/18;07101;Foggia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;07101;Foggia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;07101;Foggia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;07101;Foggia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07101;Foggia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07101;Foggia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07201;Bari - Università degli studi;01 ;Mense;0;0
1/11/18;07201;Bari - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;07201;Bari - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;07201;Bari - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;07201;Bari - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07201;Bari - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07201;Bari - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07202;Bari - Politecnico;01 ;Mense;0;0
1/11/18;07202;Bari - Politecnico;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;07202;Bari - Politecnico;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;07202;Bari - Politecnico;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;07202;Bari - Politecnico;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07202;Bari - Politecnico;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07202;Bari - Politecnico;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";01 ;Mense;0;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07203;"Casamassima - Libera Università Mediterranea ""Jean Monnet""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07501;Lecce - Università del Salento;01 ;Mense;0;0
1/11/18;07501;Lecce - Università del Salento;02 ;Residenze direttamente gestite dall'istituto;3;180
1/11/18;07501;Lecce - Università del Salento;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;89
1/11/18;07501;Lecce - Università del Salento;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;11
1/11/18;07501;Lecce - Università del Salento;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;07501;Lecce - Università del Salento;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;07501;Lecce - Università del Salento;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;07601;Potenza - Università degli studi della Basilicata;01 ;Mense;0;0
